id,title,date_earliest,date_latest,production_country,production_region,production_minting_place
08256,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08257,Augustus,-63,14,Italien,Italia,Rom
08258,Augustus,-63,14,Italien,Italia,Rom
08259,Augustus,-63,14,Italien,Italia,Rom
08260,Augustus,-63,14,Italien,Italia,Rom
08262,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08263,Augustus,-63,14,Italien,Italia,Rom
08264,Augustus,-63,14,Italien,Italia,Rom
08265,Augustus,-63,14,Italien,Italia,Rom
08266,Augustus,-63,14,Italien,Italia,Rom
08267,Augustus,-63,14,Italien,Italia,Rom
08268,Augustus,-63,14,Italien,Italia,Rom
08269,Augustus,-63,14,Italien,Italia,Rom
08270,Augustus,-63,14,Italien,Italia,Rom
08271,Augustus,-63,14,Italien,Italia,Rom
08272,Augustus,-63,14,Italien,Italia,Rom
08273,Augustus,-63,14,Italien,Italia,Rom
08274,Augustus,-63,14,Italien,Italia,Rom
08275,Augustus,-63,14,Italien,Italia,Rom
08276,Augustus,-63,14,Italien,Italia,Rom
08277,Augustus,-63,14,Italien,Italia,Rom
08278,Augustus,-63,14,Italien,Italia,Rom
08279,Augustus,-63,14,Italien,Italia,Rom
08280,Imbros,350,330,Türkei,Thrakien,Imbros
08282,Sestos,-310,-290,Türkei,Thrakien,Sestos
08296,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08299,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08302,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08303,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08305,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08307,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08309,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08310,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08311,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08312,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08315,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08317,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08318,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08319,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08320,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08321,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08322,Merowinger,600,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08323,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08325,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08328,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08330,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08332,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08334,Augustus,-63,14,Italien,Italia,Rom
08336,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08337,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08340,Augustus,-63,14,Italien,Italia,Rom
08341,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08343,Augustus,-63,14,Italien,Italia,Rom
08344,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08346,Augustus,-63,14,Italien,Italia,Rom
08348,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08351,Augustus,-63,14,Italien,Italia,Rom
08354,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08356,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08359,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08360,Augustus,-63,14,Italien,Italia,Rom
08362,Augustus,-63,14,Italien,Italia,Rom
08365,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08367,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08369,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08371,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08372,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08374,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08376,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08378,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08379,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08381,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08383,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08384,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08389,Korkyra (Korfu),-510,-480,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
08396,Kassope,-342,-340,Griechenland,Epiros,Kassope
08397,Kassope,-342,-340,Griechenland,Epiros,Kassope
08398,Kassope,-342,-325,Griechenland,Epiros,Kassope
08399,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08400,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08401,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08402,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08403,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08404,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08405,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08406,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08407,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08408,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08409,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08410,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08411,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08412,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08413,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08414,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08415,Alexandria: Maximinus Thrax,208,235,Ägypten,Ägypten,Alexandria
08416,Alexandria: Maximinus Thrax,208,235,Ägypten,Ägypten,Alexandria
08417,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08418,Alexandria: Maximinus Thrax,208,235,Ägypten,Ägypten,Alexandria
08419,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08420,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08421,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08422,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08423,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08424,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08425,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08426,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08427,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08428,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08429,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08430,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08431,Amantia,-230,-168,Albanien,Illyrien,Amantia
08432,Amantia,-230,-168,Albanien,Illyrien,Amantia
08433,Thraker: Kanites,-180,-150,Rumänien,Thrakien,
08434,Apollonia (Poian),211,217,Albanien,Illyrien,Apollonia (Poian)
08435,Thraker: Kersobleptes,-359,-341,Türkei,Thrakien,Kypsela
08436,Thraker: Kanites,-180,-100,Rumänien,Thrakien,
08437,Dyrrhachion,-200,-80,Albanien,Illyrien,Dyrrhachion
08438,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08439,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08440,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08441,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08442,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08443,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08444,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08445,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08446,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08447,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08448,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08449,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08450,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08451,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08452,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08453,Augustus,-63,14,Italien,Italia,Rom
08454,Korkyra (Korfu),202,211,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
08455,Augustus,-63,14,Italien,Italia,Rom
08456,Augustus,-63,14,Italien,Italia,Rom
08457,Röm. Republik: Sex. Pompeius Magnus,-106,-48,Spanien,Hispania,
08458,Augustus,-63,14,Italien,Italia,Rom
08459,Augustus,-63,14,Italien,Italia,Rom
08460,Augustus,-63,14,Italien,Italia,Rom
08461,Augustus,-63,14,Italien,Italia,Rom
08462,Augustus,-63,14,Italien,Italia,Rom
08463,Augustus,-63,14,Italien,Italia,Rom
08464,Augustus,-63,14,Italien,Italia,Rom
08465,Augustus,-63,14,Italien,Italia,Rom
08466,Augustus,-63,14,Italien,Italia,Rom
08467,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08468,Augustus,-63,14,Italien,Italia,Rom
08469,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08470,Augustus,-63,14,Italien,Italia,Rom
08471,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08472,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08473,Augustus,-63,14,Italien,Italia,Rom
08474,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08476,Augustus,-63,14,Italien,Italia,Rom
08477,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08478,Augustus,-63,14,Italien,Italia,Rom
08479,Alexandria: Maximinus Thrax,172,238,Ägypten,Ägypten,Alexandria
08480,Augustus,-63,14,Italien,Italia,Rom
08481,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08482,Augustus,-63,14,Italien,Italia,Rom
08483,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08484,Augustus,-63,14,Italien,Italia,Rom
08485,Augustus,-63,14,Italien,Italia,Rom
08486,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08487,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08488,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08489,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08490,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08491,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08492,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08493,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08494,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08495,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08496,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08497,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08498,Alexandria: Maximus,215,238,Ägypten,Ägypten,Alexandria
08499,Nikopolis,76,138,Griechenland,Epiros,Nikopolis in Epirus
08500,Nikopolis,110,130,Griechenland,Epiros,Nikopolis in Epirus
08501,Deutsche Demokratische Republik: 1983 Marx,1949,1883,Deutschland,Brandenburg,Berlin
08502,Thessaloniki,-58,29,Griechenland,Makedonien,Thessaloniki
08503,Nikopolis,-63,14,Griechenland,Epiros,Nikopolis in Epirus
08504,Nikopolis,-63,14,Griechenland,Epiros,Nikopolis in Epirus
08505,Nikopolis,53,117,Griechenland,Epiros,Nikopolis in Epirus
08506,Nikopolis,161,180,Griechenland,Epiros,Nikopolis in Epirus
08507,Nikopolis,146,211,Griechenland,Epiros,Nikopolis in Epirus
08508,Nikopolis,189,211,Griechenland,Epiros,Nikopolis in Epirus
08509,Nikopolis,213,268,Griechenland,Epiros,Nikopolis in Epirus
08510,Nikopolis,213,268,Griechenland,Epiros,Nikopolis in Epirus
08511,Nikopolis,213,268,Griechenland,Epiros,Nikopolis in Epirus
08512,Thraker: Eminakos,-450,-425,Rumänien,Thrakien,
08513,Thraker: Ketriporis,-357,-352,Bulgarien,Thrakien,
08514,Thraker: Ketriporis,-357,-352,Bulgarien,Thrakien,
08515,Thraker: Ketriporis,-357,-351,Bulgarien,Thrakien,
08516,Thraker: Ketriporis,-357,-352,Bulgarien,Thrakien,
08517,Thraker: Ketriporis,-357,-352,Bulgarien,Thrakien,
08518,Thraker: Ketriporis,-357,-352,Bulgarien,Thrakien,
08519,Thraker: Ketriporis,-357,-352,Bulgarien,Thrakien,
08520,Thraker: Ketriporis,-357,-352,Bulgarien,Thrakien,
08521,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08522,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08523,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08524,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08525,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08526,Merowinger,585,675,Niederlande,Utrecht,Dorestad (Wijk bij Duurstede)
08527,Merowinger,585,675,Frankreich,Ardennes,Barby
08528,Merowinger,620,640,Frankreich,Somme,Amiens
08529,Merowinger,585,675,Frankreich,Indre,Cluis
08530,Merowinger,585,675,Frankreich,Gers,Condom?
08531,Merowinger,585,675,Frankreich,Sarthe,Cormes
08532,Merowinger,585,675,Frankreich,Cher,Ivoy-le-Pré
08533,Thessaloniki,-42,37,Griechenland,Makedonien,Thessaloniki
08534,Ephesos,-63,14,Türkei,Asia,Ephesos
08535,Ephesos,-63,14,Türkei,Asia,Ephesos
08536,Ephesos,-58,29,Türkei,Asia,Ephesos
08537,Byzanz: Phocas,603,610,Türkei,Thrakien,Konstantinopolis (Istanbul)
08538,Smyrna,39,81,Türkei,Ionien,Smyrna
08539,Constantius II.,317,361,Türkei,Oriens,Antiochia (Antakya)
08540,Arcadius,377,408,Türkei,Thrakien,Konstantinopolis (Istanbul)
08541,Klazomenai,39,81,Türkei,Ionien,Klazomenai
08542,Milet,-100,-17,Türkei,Ionien,Milet
08543,Milet,-100,-17,Türkei,Ionien,Milet
08546,Heliopolis (Baalbek),193,250,Libanon,Syria,Baalbek
08550,Byzanz: Constantinus V. mit Leo IV. und III.,750,780,Türkei,Thrakien,Konstantinopolis (Istanbul)
08554,Byzanz: Romanus I. und Christophorus,921,948,Türkei,Thrakien,Konstantinopolis (Istanbul)
08559,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08560,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,
08564,Bithynion-Klaudiopolis,130,138,Türkei,Bithynien,Bithynion-Klaudiopolis
08577,Deutsche Demokratische Republik: 1983 30 Jahre Kampfgruppen,1931,2011,Deutschland,Brandenburg,Berlin
08581,Deutsche Demokratische Republik: 1983 Planck,1931,2011,Deutschland,Brandenburg,Berlin
08582,Merowinger,585,675,Frankreich,,
08602,Deutsche Demokratische Republik: 1983 Luther,1483,1546,Deutschland,Brandenburg,Berlin
08603,Persis: Autophradates II.,-140,-140,Iran,Persis,Stakhr
08613,Augustus,-63,14,Italien,Italia,Rom
08614,Augustus,-63,14,Italien,Italia,Rom
08615,Augustus,-63,14,Italien,Italia,Rom
08616,Augustus,-63,14,Italien,Italia,Rom
08617,Augustus,-63,14,Italien,Italia,Rom
08619,Augustus: Nachahmung,-15,-15,Italien,Italia,Rom
08624,Augustus,-63,14,Italien,Italia,Rom
08628,Augustus,-63,14,Italien,Italia,Rom
08629,Augustus,-63,14,Italien,Italia,Rom
08630,Augustus,-63,14,Italien,Italia,Rom
08631,Augustus,-63,14,Italien,Italia,Rom
08632,Augustus,-63,14,Italien,Italia,Rom
08634,Augustus,-63,14,Italien,Italia,Rom
08637,Augustus,-63,14,Italien,Italia,Rom
08643,Augustus,-63,14,Italien,Italia,Rom
08645,Augustus,-63,14,Italien,Italia,Rom
08646,Augustus,-63,14,Italien,Italia,Rom
08648,Augustus,-63,14,Italien,Italia,Rom
08650,Augustus,-63,14,Italien,Italia,Rom
08653,Augustus,-63,14,Italien,Italia,Rom
08655,Augustus,-63,14,Italien,Italia,Rom
08658,Augustus,-63,14,Italien,Italia,Rom
08661,Augustus,-63,14,Italien,Italia,Rom
08662,Augustus,-63,14,Italien,Italia,Rom
08663,Augustus,-63,14,Italien,Italia,Rom
08664,Augustus,-63,14,Italien,Italia,Rom
08682,Augustus,-63,14,Italien,Italia,Rom
08683,Augustus,-63,14,Italien,Italia,Rom
08684,Augustus,-63,14,Italien,Italia,Rom
08685,Augustus,-63,14,Italien,Italia,Rom
08686,Augustus,-63,14,Italien,Italia,Rom
08687,Augustus,-63,14,Italien,Italia,Rom
08688,Augustus,-63,14,Italien,Italia,Rom
08689,Augustus,-63,14,Italien,Italia,Rom
08690,Augustus,-63,14,Italien,Italia,Rom
08691,Augustus,-63,14,Italien,Italia,Rom
08692,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,
08693,Augustus,-63,14,Italien,Italia,Rom
08694,Augustus,-63,14,Italien,Italia,Rom
08697,Augustus,-63,14,Italien,Italia,Rom
08698,Augustus,-63,14,Italien,Italia,Rom
08700,Augustus,-63,14,Italien,Italia,Rom
08706,Pergamon,-58,29,Türkei,Mysien,Pergamon
08707,Merowinger,585,675,Frankreich,,
08708,Merowinger,600,675,Niederlande,Limburg,Maastricht
08709,Merowinger,600,650,Niederlande,Friesland,
08721,Marcus Aurelius,121,180,Italien,Italia,Rom
08722,Marcus Aurelius,121,180,Italien,Italia,Rom
08726,Marcus Aurelius,121,180,Italien,Italia,Rom
08730,Marcus Aurelius,121,180,Italien,Italia,Rom
08734,Marcus Aurelius,121,180,Italien,Italia,Rom
08738,Marcus Aurelius,121,180,Italien,Italia,Rom
08741,Marcus Aurelius,121,180,Italien,Italia,Rom
08745,Marcus Aurelius,121,180,Italien,Italia,Rom
08746,Marcus Aurelius,121,180,Italien,Italia,Rom
08749,Marcus Aurelius,121,180,Italien,Italia,Rom
08750,Marcus Aurelius,121,180,Italien,Italia,Rom
08751,Marcus Aurelius,121,180,Italien,Italia,Rom
08754,Marcus Aurelius,121,180,Italien,Italia,Rom
08755,Marcus Aurelius,121,180,Italien,Italia,Rom
08756,Marcus Aurelius,121,180,Italien,Italia,Rom
08757,Marcus Aurelius,121,180,Italien,Italia,Rom
08758,Marcus Aurelius,121,180,Italien,Italia,Rom
08759,Merowinger,585,675,,,
08760,Merowinger,585,675,,,
08764,Rhizos (Magnesia?),-400,-300,Griechenland,Thessalien,Rhizos (Magnesia?)
08780,Rhizos (Magnesia?),-400,-300,Griechenland,Thessalien,Rhizos (Magnesia?)
08794,Merowinger,585,675,,,
08824,Phokaia,-300,-300,Türkei,Ionien,Phokaia
08825,Phokaia,-300,-200,Türkei,Ionien,Phokaia
08827,Merowinger,585,675,,,
08830,Merowinger,585,675,,,
08845,Merowinger: Chlotar II.,584,629,Frankreich,Bouches-du-Rhône,Marseille
08865,Merowinger: Chlotar II.,584,629,Frankreich,Gard,Uzès
08903,Merowinger: Pseudoimperial,500,580,Frankreich,,
08904,Marcus Aurelius,121,180,Italien,Italia,Rom
08908,Marcus Aurelius,121,180,Italien,Italia,Rom
08910,Marcus Aurelius,121,180,Italien,Italia,Rom
08913,Marcus Aurelius,121,180,Italien,Italia,Rom
08916,Marcus Aurelius,121,180,Italien,Italia,Rom
08919,Marcus Aurelius,121,180,Italien,Italia,Rom
08921,Marcus Aurelius,121,180,Italien,Italia,Rom
08925,Marcus Aurelius,121,180,Italien,Italia,Rom
08926,Chios: Maona,1347,1415,Griechenland,,Chios
08928,Marcus Aurelius,121,180,Italien,Italia,Rom
08933,Mentesche: Emirat,1333,1333,Türkei,Ionien,"Palatia (Palatscha, Balat, Milet)"
08934,Aidin: Emirat,1309,1348,Türkei,Ionien,"Theologos (Aya Soluk, Ephesos)"
08935,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08938,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08946,Chios: Maona,1375,1453,Griechenland,,Chios
08947,Chios: Filippo Maria Visconti,1392,1447,Griechenland,,Chios
08950,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08955,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08958,Lesbos: Dorinus Gattilusio,1395,1455,Griechenland,Lesbos,Mytilene
08963,Heliopolis (Baalbek),198,202,Libanon,Syria,Baalbek
08972,Heliopolis (Baalbek),198,202,Libanon,Syria,Baalbek
08974,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08976,Heliopolis (Baalbek),198,202,Libanon,Syria,Baalbek
08977,Heliopolis (Baalbek),194,194,Libanon,Syria,Baalbek
08981,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08983,Heliopolis (Baalbek),146,211,Libanon,Syria,Baalbek
08985,Merowinger: Charibert II.,629,632,Frankreich,Lozère,Banassac
08992,Augustus,-63,14,Italien,Italia,Rom
08994,Augustus,-63,14,Italien,Italia,Rom
08995,Augustus,-63,14,Italien,Italia,Rom
08996,Augustus,-63,14,Italien,Italia,Rom
08998,Augustus,-63,14,Italien,Italia,Rom
09000,Merowinger: Theudebert II.,585,613,Frankreich,Puy-de-Dôme,Clermont-Ferrand
09001,Augustus,-63,14,Italien,Italia,Rom
09004,Augustus,-63,14,Italien,Italia,Rom
09007,Augustus,-63,14,Italien,Italia,Rom
09008,Augustus,-63,14,Italien,Italia,Rom
09009,Augustus,-63,14,Italien,Italia,Rom
09017,Augustus,-63,14,Italien,Italia,Rom
09026,Augustus,-63,14,Italien,Italia,Rom
09029,Augustus,-63,14,Italien,Italia,Rom
09038,Augustus,-63,14,Italien,Italia,Rom
09043,Augustus,-63,14,Italien,Italia,Rom
09046,Merowinger: Chlodwig II.,589,657,Frankreich,Île-de-France,Paris
09048,Augustus,-63,14,Italien,Italia,Rom
09050,Augustus,-63,14,Italien,Italia,Rom
09054,Phokaia,138,260,Türkei,Ionien,Phokaia
09055,Augustus,-63,14,Italien,Italia,Rom
09080,Sidon,-336,-330,Libanon,Phönizien,Sidon (Saida)
09089,Syria: Nero,37,68,Türkei,Syria,Antiochia (Antakya)
09117,Phokaia,-63,14,Türkei,Ionien,Phokaia
09119,Phokaia,-10,54,Türkei,Ionien,Phokaia
